issue_key,status,resolution,custom_field_hub,conversation_start,conversation_end,duration_minutes,first_agent_response_minutes,avg_agent_response_minutes,avg_customer_response_minutes,messages_total,messages_agent,messages_customer,turns,agent_authors,customer_authors,initial_response_sla_5m,initial_response_sla_15m,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,llm_summary_250,conversation_rating,extract_customer_problem,contact_reason,contact_reason_original,agent_score,customer_score,resolved,improvement_tip,llm_model,llm_input_tokens,llm_output_tokens,llm_cost_usd
CC-40776,Done,Done,Business Design Centre,2025-11-07T12:10:00+00:00,2025-11-07T12:36:00+00:00,26.00,1.00,2.62,4.00,16,8,8,7,712020:8b0efc81-b079-4c42-9fb9-2e6717e62c89,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9fd403fb-fb40-4003-94e2-2f305ba64ae3,true,true,false,0,false,0,Customer reported a stolen bike that was later recovered. Agent provided assistance and emphasized the importance of locking the bike properly to avoid penalties.,4,The customer had their bike stolen during a rental but was able to recover it.,E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,4,5,true,Reinforce the importance of locking bikes in future interactions.,gpt-4o-mini,1636,130,0.005390
CC-40774,Done,Done,Q-Park Leicester Square,2025-11-07T12:02:00+00:00,2025-11-07T13:18:00+00:00,76.00,4.00,14.10,1.00,21,12,9,12,712020:7cf03fa9-630e-4c51-976d-4cd5fc13b697;712020:8b0efc81-b079-4c42-9fb9-2e6717e62c89,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:809dde88-16be-45b9-96ac-072c72e8f562,true,true,false,0,false,0,"Customer requested a refund for a daily pass due to urgent work. Agent confirmed eligibility for a partial refund and escalated the case. Operations approved a full refund, which was communicated to the customer.",5,Customer requested a refund for a daily pass due to urgent work.,Request to cancel daily pass,Request to cancel daily pass,5,4,true,Ensure to follow up with the customer proactively if there are delays in processing refunds.,gpt-4o-mini,1886,141,0.006125
CC-40773,Done,Done,ParkBee Lanark Road,2025-11-07T11:58:00+00:00,2025-11-07T12:17:00+00:00,19.00,3.00,4.67,0.50,14,8,6,6,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:ec847e0f-fb05-4ce2-83c7-26462b78fec8,true,true,false,0,false,0,Customer inquired about bike availability after paying for a weekly subscription. Agent assured availability and closed the chat after confirming no further questions.,4,Customer is concerned about bike availability after paying for a weekly subscription.,info/question about my current subscription / pass,info/question about my current subscription / pass,4,4,true,Provide more reassurance about bike availability and offer proactive solutions to customer concerns.,gpt-4o-mini,1442,125,0.004855
CC-40772,Done,Done,No active pass / Other,2025-11-07T11:53:00+00:00,2025-11-07T12:25:00+00:00,32.00,1.00,6.29,0.40,13,7,6,5,712020:8b0efc81-b079-4c42-9fb9-2e6717e62c89,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:30350735-cba3-4a36-aa80-9fd38c043d01,true,true,false,0,false,0,Customer faced issues completing a weekly subscription purchase due to additional authentication steps required by their bank. Agent provided guidance but the customer did not respond before chat closure.,3,Customer unable to complete payment for a weekly subscription due to authentication issues.,Payment issues,Payment issues,4,3,false,Follow up with the customer to ensure they understand the authentication steps and offer further assistance if needed.,gpt-4o-mini,1489,130,0.005023
CC-40771,Done,Done,ParkBee Lanark Road,2025-11-07T11:37:00+00:00,2025-11-07T12:46:00+00:00,69.00,1.00,13.38,0.60,16,11,5,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:6799793b-3462-4736-a030-f064a49aab76,true,true,false,0,false,0,The customer experienced issues unlocking and returning a bicycle using the app. The agent provided assistance but the conversation ended without clear resolution.,3,The customer could not unlock or return the bicycle.,Rental finish issue,Info/question about my current ride,4,3,false,Follow up more proactively to ensure the customer resolves their issue before closing the chat.,gpt-4o-mini,1445,122,0.004832
CC-40770,Done,Done,APCOA Southside Wandsworth,2025-11-07T11:18:00+00:00,2025-11-07T11:45:00+00:00,27.00,1.00,5.83,0.00,8,6,2,3,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:ad2df61a-b69f-4988-b622-53bdf65094fb,true,true,false,0,false,0,Customer had trouble finishing their bike rental. Agent provided instructions and confirmed the rental was completed successfully.,4,Customer couldn't finish their bike rental.,Rental finish issue,Rental finish issue,4,3,true,Ensure to confirm the customer's understanding of the instructions provided.,gpt-4o-mini,1253,104,0.004172
CC-40769,Done,Done,Port Marcon Place,2025-11-07T10:49:00+00:00,2025-11-07T11:04:00+00:00,15.00,1.00,5.67,0.00,6,5,1,2,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:656d9705-51dc-4f26-9fe6-aea8e5c55a0c,true,true,false,0,false,0,"The customer requested to lock their bike, which the agent successfully did. The conversation ended without further issues being raised by the customer.",4,The customer wanted to lock their bike.,Rental pause/resume issue,Rental pause/resume issue,5,3,true,Encourage the customer to ask if they need further assistance before closing the chat.,gpt-4o-mini,1141,119,0.004043
CC-40768,Done,Done,Q-Park Oxford street,2025-11-07T09:30:00+00:00,2025-11-07T11:07:00+00:00,97.00,1.00,13.44,0.80,15,9,6,9,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:d8b2272e-d11e-430a-a7f0-003693985844,true,true,false,0,false,0,"Customer had a broken phone, preventing bike return. Agent requested proof of repair to resolve the issue. Customer expressed urgency for assistance.",3,Customer could not return the bike due to a broken phone.,Info/question about my current ride,Info/question about my current ride,4,3,false,Consider offering alternative solutions or temporary access while waiting for proof of repair.,gpt-4o-mini,1530,126,0.005085
CC-40767,Done,Done,Q-Park Pimlico,2025-11-07T08:11:00+00:00,2025-11-07T09:24:00+00:00,73.00,1.00,6.93,1.65,32,15,17,16,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:79d4fef1-b6f7-451f-a49b-b9e2a167cb8c,true,true,false,0,false,0,"Customer reported Wi-Fi issues at the Pimlico hub, affecting their ability to end a ride. Agent acknowledged the problem and provided information but did not resolve the Wi-Fi access issue.",3,"Customer unable to connect to Wi-Fi at the Pimlico hub, impacting their ride experience.",System outage,General complaint,3,4,false,Provide a temporary password or alternative solutions for Wi-Fi access issues to enhance customer experience.,gpt-4o-mini,2075,137,0.006558
CC-40766,Done,Done,Q-Park Leicester Square,2025-11-07T07:23:00+00:00,2025-11-07T07:41:00+00:00,18.00,1.00,6.00,0.50,9,5,4,4,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:f6bbd591-f7aa-4596-9aaa-96d271b6025a,true,true,false,0,false,0,Customer reported an issue with ending their rental due to no available dock. The agent guided the customer to provide a picture and confirmed the rental was ended successfully.,4,Customer could not end their rental because there were no available docks.,Dock availability issue,Dock availability issue,4,4,true,Ensure to confirm the rental end process is clear to the customer to avoid confusion.,gpt-4o-mini,1285,127,0.004483
CC-40765,Done,Done,Q-Park Leicester Square,2025-11-07T06:41:00+00:00,2025-11-07T07:01:00+00:00,20.00,1.00,3.25,0.00,15,9,6,8,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0d7cda12-037a-4a68-ba2d-1c9240be82f5,true,true,false,0,false,0,The customer faced a dock availability issue preventing them from ending their ride. The agent guided the customer to provide a picture and successfully resolved the issue.,4,The customer could not find an empty dock to end their ride.,Dock availability issue,Dock availability issue,4,4,true,Ensure to confirm the customer's satisfaction before closing the chat.,gpt-4o-mini,1424,124,0.004800
CC-40764,Done,Done,Q-Park Leicester Square,2025-11-07T06:39:00+00:00,2025-11-07T07:02:00+00:00,23.00,1.00,5.00,0.00,11,7,4,6,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e4664226-1a37-488f-8601-5e7b792a74cb,true,true,false,0,false,0,The customer needed assistance ending a rental due to no available docks. The agent guided the customer to provide a picture of the bike and confirmed the rental was ended successfully.,4,The customer could not find a dock to end their rental.,Rental finish issue,Rental finish issue,4,3,true,Encourage the customer to check for dock availability before ending the rental to avoid similar issues.,gpt-4o-mini,1355,130,0.004687
CC-40763,Done,Done,NCP Saffron Hill,2025-11-07T06:14:00+00:00,2025-11-07T11:20:00+00:00,306.00,1.00,69.42,1.09,26,15,11,10,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:54da4beb-97f9-4348-8098-c15569d2ee55,true,true,false,0,false,0,Customer reported a stolen bike during rental. Agent informed about penalties for exceeding rental time and emphasized responsibility to recover the bike. Customer struggled to return the bike due to distance and lack of transportation.,3,"Customer's bike was stolen during rental, and they were unable to return it in time due to distance and transportation issues.",E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,3,3,false,Provide alternative solutions for bike recovery or transportation options to assist the customer better.,gpt-4o-mini,2091,149,0.006718
CC-40762,Done,Done,Q-Park Leicester Square,2025-11-07T06:13:00+00:00,2025-11-07T06:38:00+00:00,25.00,1.00,7.00,0.00,7,5,2,3,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:2072b725-8a2c-4c16-98c2-6b798035ad89,true,true,false,0,false,0,Customer faced an issue with docking their bike due to no available docks. The agent guided the customer to take a picture and confirmed the rental was successfully ended.,5,Customer could not dock their bike due to no available docks.,Dock availability issue,Rental finish issue,5,5,true,Consider providing a quicker response to the customer's initial docking issue.,gpt-4o-mini,1249,122,0.004343
CC-40761,Done,Done,Business Design Centre,2025-11-07T03:56:00+00:00,2025-11-07T04:39:00+00:00,43.00,1.00,4.36,0.78,31,13,18,18,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:f9cd0eb7-3afd-4efc-b614-29ddddf26030,true,true,false,0,false,0,The customer faced issues ending their bike rental and was confused about payment for exceeding the rental time. The agent provided guidance and confirmed the rental was ended.,4,The customer had trouble ending their bike rental and needed clarification on payment for exceeding the rental time limit.,Rental finish issue,Rental finish issue,4,4,true,Provide clearer instructions on payment for exceeding rental time earlier in the conversation.,gpt-4o-mini,2250,131,0.006935
CC-40760,Done,Done,Q-park Queensway,2025-11-07T03:46:00+00:00,2025-11-07T04:06:00+00:00,20.00,1.00,8.25,1.50,10,6,4,4,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:1d87622f-3c40-4220-8ba6-60b35a36e2c9,true,true,false,0,false,0,"Customer reported a problem with their bike and provided video evidence. The agent reviewed the issue, closed the rental, and offered further assistance.",4,The customer has a problem with their bike.,E-bike damage issue,E-bike damage issue,4,3,true,Encourage the customer to provide more details about the bike issue for better assistance.,gpt-4o-mini,1335,120,0.004537
CC-40759,Done,Done,Q-park Queensway,2025-11-07T03:38:00+00:00,2025-11-07T04:05:00+00:00,27.00,1.00,4.71,0.50,12,7,5,5,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:14411cc1-cccc-4be6-bddf-059897315f79,true,true,false,0,false,0,"Customer reported an issue with their e-bike, shared a video, and received assistance from the agent who ended the rental. The customer was advised to park the bike safely.",4,The customer had a problem with their e-bike.,E-bike damage issue,E-bike damage issue,4,3,true,Encourage the customer to provide clearer details about the issue initially.,gpt-4o-mini,1365,129,0.004703
CC-40758,Done,Done,Business Design Centre,2025-11-07T03:28:00+00:00,2025-11-07T04:04:00+00:00,36.00,1.00,16.50,0.00,10,6,4,4,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:1cc3ac6a-eb6d-42e8-83d8-e0700a121c7b,true,true,false,0,false,0,"The customer faced issues ending their bike rental. The agent provided instructions and confirmed the rental was successfully completed, closing the chat.",4,The customer had trouble ending their bike rental.,Rental finish issue,Rental finish issue,4,3,true,Encourage the customer to provide more details or screenshots earlier to expedite resolution.,gpt-4o-mini,1411,116,0.004688
CC-40757,Done,Done,Business Design Centre,2025-11-07T03:07:00+00:00,2025-11-07T03:26:00+00:00,19.00,2.00,10.50,0.00,8,5,3,2,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:1cc3ac6a-eb6d-42e8-83d8-e0700a121c7b,true,true,false,0,false,0,Customer requested to end their rental. The agent confirmed the rental was finished and offered further assistance. The chat was closed due to no response from the customer.,4,Customer wanted to close their rental.,Rental finish issue,Rental finish issue,4,3,true,Ensure to confirm the resolution with the customer before closing the chat.,gpt-4o-mini,1218,118,0.004225
CC-40756,Done,Done,No active pass / Other,2025-11-07T02:30:00+00:00,2025-11-07T03:10:00+00:00,40.00,1.00,3.89,0.67,23,11,12,14,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a3e0134d-48e6-48a1-81ad-79a2fad090b1,true,true,false,0,false,0,The customer inquired about purchasing a port bike and its accessories. The agent provided detailed information about bike rentals and confirmed that all bikes come with a rear box carrier.,5,The customer wanted information about port bikes and their accessories.,General information request about the service,General information request about the service,5,5,true,Continue providing clear and detailed information to enhance customer understanding.,gpt-4o-mini,1990,129,0.006265
CC-40755,Done,Done,NCP Vintry,2025-11-07T02:23:00+00:00,2025-11-07T03:10:00+00:00,47.00,2.00,6.57,0.54,22,9,13,10,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:55a3db66-bd72-4a2c-8454-d0d5a149fa02,true,true,false,0,false,0,The customer faced issues ending their bike rental after leaving the hub. The agent assisted in resolving the rental completion and provided guidance for future rentals.,4,The customer was unsure if their bike rental was properly ended after leaving the hub.,Rental finish issue,Rental finish issue,4,3,true,Provide clearer instructions on rental procedures to avoid confusion in the future.,gpt-4o-mini,1654,128,0.005415
CC-40754,Done,Done,Q-park Queensway,2025-11-07T01:10:00+00:00,2025-11-07T01:31:00+00:00,21.00,1.00,3.29,0.08,22,10,12,10,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:17473e4b-679c-4b25-bfba-97f3c6cb0815,true,true,false,0,false,0,The customer faced an issue ending a rental due to an expired pass. The agent provided guidance and resolved the issue by ending the rental from their end.,4,The customer could not end their rental because their pass was expired.,Rental finish issue,Rental finish issue,4,4,true,Ensure to confirm the customer's understanding of the steps before closing the chat.,gpt-4o-mini,1732,128,0.005610
CC-40753,Done,Done,Q-park Queensway,2025-11-07T00:58:00+00:00,2025-11-07T01:38:00+00:00,40.00,1.00,8.00,0.88,16,8,8,8,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:92d28051-7cc5-4f2e-a805-5215fe9d0fe2,true,true,false,0,false,0,"Customer reported a flat tire on an e-bike. Agent reviewed the video and advised returning the bike to the hub. The issue was addressed, and the chat was closed after no further response from the customer.",4,The customer had a flat tire on the e-bike.,E-bike damage issue,E-bike damage issue,4,3,true,Ensure to confirm the customer's understanding of the next steps before closing the chat.,gpt-4o-mini,1579,139,0.005338
CC-40752,Done,Done,Q-park Queensway,2025-11-07T00:49:00+00:00,2025-11-07T01:21:00+00:00,32.00,1.00,5.17,2.00,11,7,4,6,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0ee0bdc6-d772-4bf6-9a62-0274be889f87,true,true,false,0,false,0,The customer reported an issue with their bike rental not finishing after returning it to the hub. The agent resolved the issue by ending the rental from their end and provided guidance for future rentals.,4,The customer was confused about their bike rental status after returning it to the hub.,Rental finish issue,Rental finish issue,4,3,true,Provide clearer instructions for new customers on how to properly end their rentals.,gpt-4o-mini,1535,134,0.005177
